Time,Segment 1 Max,Segment 1 Min,Segment 1 Mean,Segment 2 Max,Segment 2 Min,Segment 2 Mean,Segment 3 Max,Segment 3 Min,Segment 3 Mean,Segment 4 Max,Segment 4 Min,Segment 4 Mean,Segment Unique Max,Segment Unique Min,Segment Unique Mean,Inverter Enabled,Inverter Torque Request,OCV Estimate,Power Limit,Power Limit Feedback P,Power Limit Feedback I,Power Limit Feedback D,Power Limit Feedback Torque,PRNDL State,Ready To Drive Buzzer,Brake Light,Enable Drag Reduction,Pump Output,Radiator Output,Battery Fans Output,Vehicle Displacement X,Vehicle Displacement Y,Vehicle Displacement Z,Vehicle Velocity X,Vehicle Velocity Y,Vehicle Velocity Z,Vehicle Acceleration X,Vehicle Acceleration Y,Vehicle Acceleration Z,HV Battery,LV Battery,Dash Speed,APPS Telemetry,BSE Telemetry,Steering Wheel Telemetry,APPS Fault,BSE Fault,STOMPP Fault,Steering Fault,Voltage,Current,State of Charge,Pack Voltage Mean,Pack Voltage Minimum,Pack Voltage Maximum,Pack Voltage Range,Pack Temp Mean,Pack Temp Minimum,Pack Temp Maximum,Pack Temp Range,IMD,AMS,Contactor Status,Cell Voltage Mean,Cell Voltage Max,Cell Voltage Min,Cell Temps Mean,Cell Temps Max,Cell Temps Min,Volumetric Flow Rate,Water Temp Inverter,Water Temp Motor,Water Temp Radiator,Radiator Fan RPM Percentage,LV Voltage,LV State of Charge,LV Current,Voltage Input into DC,Current Input into DC,RPM,Feedback Speed,Average Module Temp,Inverter Coolant Temp,Inverter Hot Spot Temp,Motor Temp,Motor Angle,Delta Resolver,Phase A Current,Phase B Current,Phase C Current,ID Feedback,IQ Feedback,BC Voltage,AB Voltage,Output Voltage,ID Command,IQ Command,Inverter Frequency,Actual Torque,Torque Command,Fault Vector,State Vector,BMS Limiting Regen Torque,Motor Temp Derate Limiting,Motor Hot Spot Limiting,BMS Active,BMS Limiting Motor Torque,Max Speed Limiting,Inverter Hot Spot Limiting,Low Speed Limiting,Coolant Derating Limiting,Stall Burst Limiting,APPS 1 Voltage,APPS 2 Voltage,BSE 1 Voltage,BSE 2 Voltage,Steer Voltage,Suspension 1 Voltage,Suspension 2 Voltage,Front Left Wheel Speed,Front Right Wheel Speed,Back Left Wheel Speed,Back Right Wheel Speed,Front Left Wheel Magnetic Field,VCU Acceleration X,VCU Acceleration Y,VCU Acceleration Z,HVC Acceleration X,HVC Acceleration Y,HVC Acceleration Z,PDU Acceleration X,PDU Acceleration Y,PDU Acceleration Z,Front Left Acceleration X,Front Left Acceleration Y,Front Left Acceleration Z,Front Right Acceleration X,Front Right Acceleration Y,Front Right Acceleration Z,Back Left Acceleration X,Back Left Acceleration Y,Back Left Acceleration Z,Back Right Acceleration X,Back Right Acceleration Y,Back Right Acceleration Z,VCU Gyro X,VCU Gyro Y,VCU Gyro Z,HVC Gyro X,HVC Gyro Y,HVC Gyro Z,PDU Gyro X,PDU Gyro Y,PDU Gyro Z,GPS Latitude,GPS Longitude,GPS Speed,GPS Heading,GPS Hour,GPS Minute,GPS Seconds,GPS Year,GPS Month,GPS Day,GPS Milliseconds
3.973070,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395752,79.150314,0.791503,0.000000,-0.000000,0.791503,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010041,-2147483648,1077102166,0,0,0.000000,520.729980,0.630000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.200000,8.200000,-56.700001,94.200005,-94.000000,-0.100000,-0.400000,0.200000,-0.200000,-0.600000,0.200000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.712772,0.347347,0.515935,0.463919,1.386116,0.559391,0.388135,0.000000,0.000000,0.000000,0.000000,1.092500,2.412789,-0.134044,9.574560,0.000000,0.000000,0.000000,-0.430000,-0.100000,10.059999,-10.469999,-0.770000,0.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
3.981865,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395790,79.157928,0.791579,0.000000,-0.000000,0.791579,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010163,0,1077103574,0,0,0.000000,520.729980,0.630000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.200000,8.200000,-56.700001,94.200005,-94.000000,-0.100000,-0.400000,0.200000,-0.200000,-0.600000,0.200000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.711513,0.345887,0.519409,0.464120,1.386368,0.560146,0.402083,0.000000,0.000000,0.000000,0.000000,1.077500,2.403215,-0.119682,9.564986,0.000000,0.000000,0.000000,-0.450000,-0.100000,10.040000,-10.450000,-0.770000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.019548,0.000000,0.000000,0.000000,0.030000,-0.030000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
3.990555,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395826,79.165237,0.791652,0.000000,-0.000000,0.791652,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010258,-2147483648,1077089494,0,0,0.000000,520.729980,0.630000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.200000,8.200000,-56.700001,94.200005,-94.000000,-0.200000,-0.400000,-0.500000,-0.200000,-0.600000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.708089,0.345434,0.510446,0.476860,1.383850,0.570872,0.400371,0.000000,0.000000,0.000000,0.000000,1.100000,2.408002,-0.119682,9.588923,0.000000,0.000000,0.000000,-0.450000,-0.090000,10.040000,-10.460000,-0.760000,0.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,-0.034208,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
3.999371,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395863,79.172546,0.791725,0.000000,-0.000000,0.791725,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010428,0,1077095408,0,0,0.000000,520.729980,0.650000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.200000,8.200000,-56.700001,94.300003,-94.000000,-0.200000,0.200000,0.200000,-0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.708492,0.346038,0.524646,0.474342,1.384907,0.566340,0.386574,0.000000,0.000000,0.000000,0.000000,1.105000,2.408002,-0.110107,9.574560,0.000000,0.000000,0.000000,-0.430000,-0.090000,10.050000,-10.460000,-0.750000,0.890000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.009774,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.008151,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395899,79.179749,0.791797,0.000000,-0.000000,0.791797,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010450,-2147483648,1077098504,0,0,0.000000,520.729980,0.650000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.200000,8.200000,-56.700001,94.300003,-94.000000,0.500000,0.600000,-0.100000,0.600000,1.000000,0.000000,-0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.716196,0.338233,0.509641,0.473083,1.385461,0.564527,0.394429,0.000000,0.000000,0.000000,0.000000,1.100000,2.398427,-0.105320,9.579348,0.000000,0.000000,0.000000,-0.440000,-0.080000,10.040000,-10.469999,-0.750000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.030000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.016875,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395934,79.186859,0.791869,0.000000,-0.000000,0.791869,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010347,0,1077061899,0,0,0.000000,520.729980,0.650000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.200000,8.200000,-56.700001,94.300003,-94.000000,0.500000,0.600000,-0.100000,0.600000,1.000000,0.000000,-0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.714887,0.346542,0.511806,0.456114,1.378915,0.574850,0.382998,0.000000,0.000000,0.000000,0.000000,1.072500,2.408002,-0.110107,9.569773,0.000000,0.000000,0.000000,-0.430000,-0.080000,10.040000,-10.460000,-0.750000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,-0.034208,-0.019548,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.025077,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.395968,79.193619,0.791936,0.000000,-0.000000,0.791936,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010408,-2147483648,1077094844,0,0,0.000000,520.729980,0.650000,73.089996,4.068249,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068249,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,92.800003,-94.000000,0.500000,-0.400000,0.200000,0.500000,-0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.708341,0.347649,0.509490,0.468601,1.384807,0.571829,0.390753,0.000000,0.000000,0.000000,0.000000,1.072500,2.417577,-0.110107,9.574560,0.000000,0.000000,0.000000,-0.430000,-0.090000,10.040000,-10.469999,-0.750000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.019548,0.000000,0.000000,0.000000,0.040000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.033539,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396002,79.200401,0.792004,0.000000,-0.000000,0.792004,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010558,0,1077100476,0,0,0.000000,520.729980,0.650000,73.089996,4.068247,3.895000,4.127800,0.232800,1686.440918,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068247,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.200005,-94.000000,0.500000,-0.400000,0.200000,0.500000,-0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.713729,0.341808,0.517043,0.474141,1.385814,0.588547,0.396040,0.000000,0.000000,0.000000,0.000000,1.100000,2.417577,-0.129257,9.564986,0.000000,0.000000,0.000000,-0.440000,-0.090000,10.040000,-10.450000,-0.740000,0.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,-0.034208,-0.019548,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.042364,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396036,79.207245,0.792072,0.000000,-0.000000,0.792072,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010404,-2147483648,1077118498,0,0,0.000000,520.729980,0.650000,73.089996,4.068247,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068247,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.200005,-94.000000,0.500000,-0.400000,0.200000,0.500000,-0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.708542,0.346995,0.519812,0.464372,1.389036,0.583561,0.387379,0.000000,0.000000,0.000000,0.000000,1.057500,2.403215,-0.138831,9.564986,0.000000,0.000000,0.000000,-0.440000,-0.080000,10.040000,-10.450000,-0.760000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,-0.039095,-0.019548,0.000000,0.000000,0.000000,0.030000,-0.050000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.051116,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396071,79.214172,0.792142,0.000000,-0.000000,0.792142,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010451,0,1077082455,0,0,0.000000,520.729980,0.650000,73.089996,4.068247,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068247,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.099998,-94.000000,-0.200000,0.000000,0.200000,-0.200000,-0.200000,0.000000,-0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.705823,0.348153,0.521373,0.463264,1.382591,0.568002,0.394228,0.000000,0.000000,0.000000,0.000000,1.115000,2.393640,-0.148406,9.574560,0.000000,0.000000,0.000000,-0.450000,-0.080000,10.040000,-10.450000,-0.750000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,-0.034208,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.030000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.059825,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396105,79.220985,0.792210,0.000000,-0.000000,0.792210,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010433,-2147483648,1077093999,0,0,0.000000,520.729980,0.650000,73.089996,4.068247,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068247,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.200005,-94.000000,-0.200000,0.000000,-0.500000,-0.200000,-0.200000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.713779,0.339542,0.522582,0.468551,1.384655,0.575001,0.401428,0.000000,0.000000,0.000000,0.000000,1.100000,2.398427,-0.148406,9.569773,0.000000,0.000000,0.000000,-0.430000,-0.080000,10.030000,-10.460000,-0.770000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.068592,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396139,79.227768,0.792278,0.000000,-0.000000,0.792278,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010332,-2147483648,1077106671,0,0,0.000000,520.729980,0.650000,73.089996,4.068247,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068247,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.099998,-94.000000,-0.200000,-0.400000,0.200000,-0.200000,-0.600000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.712117,0.346995,0.520568,0.451632,1.386922,0.556168,0.396645,0.000000,0.000000,0.000000,0.000000,1.097500,2.398427,-0.148406,9.555411,0.000000,0.000000,0.000000,-0.440000,-0.090000,10.050000,-10.460000,-0.770000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.034208,-0.019548,0.000000,0.000000,0.000000,0.030000,-0.030000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.077343,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396172,79.234459,0.792345,0.000000,-0.000000,0.792345,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010606,0,1077054014,0,0,0.000000,520.729980,0.650000,73.089996,4.068247,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068247,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.099998,-94.000000,-0.200000,-0.400000,0.200000,-0.200000,-0.600000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.708038,0.345132,0.523085,0.475097,1.377505,0.571225,0.391559,0.000000,0.000000,0.000000,0.000000,1.142500,2.388853,-0.143618,9.564986,0.000000,0.000000,0.000000,-0.450000,-0.080000,10.050000,-10.460000,-0.770000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019548,-0.039095,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385897,-97.726432,1.420000,160.229996,         3,        20,        12,        26,         4,         9,         0
4.091321,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396225,79.245010,0.792450,0.000000,-0.000000,0.792450,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010630,0,1077078231,0,0,0.000000,520.729980,0.650000,73.089996,4.068246,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068246,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.200005,-94.000000,-0.200000,-0.400000,-0.100000,-0.200000,-0.600000,0.100000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.714131,0.350419,0.517798,0.476104,1.381836,0.568002,0.405809,0.000000,0.000000,0.000000,0.000000,1.107500,2.393640,-0.153193,9.579348,0.000000,0.000000,0.000000,-0.440000,-0.070000,10.020000,-10.460000,-0.780000,0.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024435,-0.034208,-0.014661,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385913,-97.726515,1.600000,166.449997,         3,        20,        12,        26,         4,         9,       200
4.100102,29.200001,25.600000,27.500000,28.600000,26.400000,27.511112,28.600000,26.600000,27.490002,30.000000,26.400000,27.850000,30.900000,29.000000,29.600000,0,0.000000,0.396258,79.251656,0.792517,0.000000,-0.000000,0.792517,0,0,0.000500,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000667,0.000000,0.000000,0.000000,0.010669,0,1077094563,0,0,0.000000,520.729980,0.660000,73.089996,4.068246,3.895000,4.127800,0.232800,1686.438477,0.000000,30.000000,0,1077805056,0,18434989490176.003906,4.068246,4.127800,3.895000,28.000002,30.900000,25.600000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,23.133333,8.400001,8.400001,-56.700001,94.200005,-94.000000,-0.200000,0.000000,0.200000,-0.200000,-0.100000,0.200000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,         0,90089584734046724,0,0,0,0,0,0,0,0,0,0,0.713678,0.342060,0.518805,0.472177,1.384756,0.567045,0.395537,0.000000,0.000000,0.000000,0.000000,1.062500,2.408002,-0.148406,9.579348,0.000000,0.000000,0.000000,-0.450000,-0.080000,10.040000,-10.460000,-0.770000,0.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014661,-0.034208,-0.019548,0.000000,0.000000,0.000000,0.030000,-0.040000,-0.010000,30.385913,-97.726515,1.600000,166.449997,         3,        20,        12,        26,         4,         9,       200
